season,bowl,bracket,week,game_id,franchise_id,franchise_points,match_result,po_finish,title
2019,PB,Pro Bowl,13,PB-2019-01,0018,235.8,W,NA,0
2019,PB,Pro Bowl,13,PB-2019-02,0008,217.92,W,NA,0
2019,PB,Pro Bowl,13,PB-2019-01,0029,159.94,L,5,0
2019,PB,Pro Bowl,13,PB-2019-02,0019,180.84,L,5,0
2019,SB,Super Bowl RFC,13,SB-2019-01,0028,192.1,L,7,0
2019,SB,Super Bowl RFC,13,SB-2019-02,0036,186.06,L,7,0
2019,SB,Super Bowl BFC,13,SB-2019-03,0011,211.52,L,7,0
2019,SB,Super Bowl BFC,13,SB-2019-04,0027,177.9,L,7,0
2019,SB,Super Bowl RFC,13,SB-2019-01,0016,238.44,W,NA,NA
2019,SB,Super Bowl RFC,13,SB-2019-02,0004,189.5,W,NA,NA
2019,SB,Super Bowl BFC,13,SB-2019-03,0012,212.28,W,NA,NA
2019,SB,Super Bowl BFC,13,SB-2019-04,0001,211.5,W,NA,NA
2019,TB,Toilet Bowl,13,TB-2019-01,0010,179.11,L,5,0
2019,TB,Toilet Bowl,13,TB-2019-02,0035,171.36,L,5,0
2019,TB,Toilet Bowl,13,TB-2019-01,0026,208.39,W,NA,0
2019,TB,Toilet Bowl,13,TB-2019-02,0032,209.86,W,NA,0
2019,PB,Pro Bowl,14,PB-2019-03,0030,234.3,L,4,0
2019,PB,Pro Bowl,14,PB-2019-04,0014,260.6,W,NA,0
2019,PB,Pro Bowl,14,PB-2019-03,0015,258.78,W,NA,0
2019,PB,Pro Bowl,14,PB-2019-04,0014,255.42,L,4,0
2019,SB,Super Bowl RFC,14,SB-2019-05,0016,251.9,L,6,0
2019,SB,Super Bowl RFC,14,SB-2019-06,0004,301.11,W,NA,NA
2019,SB,Super Bowl BFC,14,SB-2019-07,0012,247.74,L,6,0
2019,SB,Super Bowl BFC,14,SB-2019-08,0001,201.8,L,6,0
2019,SB,Super Bowl RFC,14,SB-2019-05,0023,303.34,W,NA,NA
2019,SB,Super Bowl RFC,14,SB-2019-06,0025,253.7,L,6,0
2019,SB,Super Bowl BFC,14,SB-2019-07,0005,302.6,W,NA,NA
2019,SB,Super Bowl BFC,14,SB-2019-08,0017,220.18,W,NA,NA
2019,TB,Toilet Bowl,14,TB-2019-03,0026,228.44,L,4,0
2019,TB,Toilet Bowl,14,TB-2019-04,0031,178.84,W,NA,0
2019,TB,Toilet Bowl,14,TB-2019-03,0013,246.54,W,NA,0
2019,TB,Toilet Bowl,14,TB-2019-04,0022,145.4,L,4,0
2019,PB,Pro Bowl,15,PB-2019-05,0015,243.1,W,NA,0
2019,PB,Pro Bowl,15,PB-2019-06,0009,265.59,W,NA,0
2019,PB,Pro Bowl,15,PB-2019-05,0033,240.56,L,3,0
2019,PB,Pro Bowl,15,PB-2019-06,0024,256.88,L,3,0
2019,SB,Super Bowl RFC,15,SB-2019-09,0023,266.56,L,5,0
2019,SB,Super Bowl BFC,15,SB-2019-10,0005,306.48,W,NA,NA
2019,SB,Super Bowl RFC,15,SB-2019-09,0004,284.52,W,NA,NA
2019,SB,Super Bowl BFC,15,SB-2019-10,0017,274.63,L,5,0
2019,TB,Toilet Bowl,15,TB-2019-05,0032,237.12,W,NA,0
2019,TB,Toilet Bowl,15,TB-2019-06,0034,225.02,W,NA,0
2019,TB,Toilet Bowl,15,TB-2019-05,0034,224.78,L,3,0
2019,TB,Toilet Bowl,15,TB-2019-06,0021,182.18,L,3,0
2019,PB,Pro Bowl,16,PB-2019-07,0014,344.06,W,1,0
2019,PB,Pro Bowl,16,PB-2019-07,0008,237.96,L,2,0
2019,SB,Superbowl,16,SB-2019-11,0004,205.5,L,2,0
2019,SB,Spiel um Platz drei,16,SB-2019-12,0023,261.78,W,3,0
2019,SB,Superbowl,16,SB-2019-11,0005,234.92,W,1,1
2019,SB,Spiel um Platz drei,16,SB-2019-12,0017,247.42,L,4,0
2019,TB,Toilet Bowl,16,TB-2019-07,0013,209.7,L,2,0
2019,TB,Toilet Bowl,16,TB-2019-07,0034,218.66,W,1,0
